Consumption,Wind,Solar
948.128,227.4650000000001,6.587
1269.581,207.32700000000003,6.574000000000001
1334.745,473.4679999999999,24.679
1347.1359999999995,499.804,14.681
1376.658,523.851,5.071
1291.215,286.26500000000004,13.159999999999998
1175.6879999999996,368.288,4.115
1103.3830000000005,220.851,8.440000000000001
1443.3709999999996,151.83700000000002,5.263999999999999
1434.631,175.99499999999998,17.827
1449.768,197.434,10.849
1442.4480000000003,446.327,18.023
1403.402,415.1060000000001,18.778
1203.1650000000002,174.69000000000003,26.772
1150.9199999999998,34.468,36.609
1487.7820000000002,52.34499999999999,39.682
1518.0740000000003,76.42999999999999,31.036
1498.8090000000004,225.266,40.924
1470.066,282.584,3.885
1448.554,245.75400000000005,15.022000000000002
1242.3069999999998,344.898,3.191
1120.283,418.173,8.993
1454.4699999999998,115.608,11.676
1493.9540000000002,32.889,14.717999999999998
1498.37,48.45099999999999,27.116
1483.5859999999996,203.96499999999995,39.336
1458.9670000000003,90.621,12.284
1256.093,27.172,9.698
1149.243,78.80699999999999,9.114
1454.1700000000003,185.983,21.558
1485.711,208.673,32.078
1511.866,199.607,43.502
1563.4069999999997,73.46900000000001,44.67499999999999
1563.631,36.352,46.51
1372.6140000000005,20.551,45.225
1279.432,55.52199999999999,54.572
1574.766,34.896,55.389
1615.0779999999995,100.312,19.867
1613.774,93.76300000000002,36.93
1591.5319999999997,132.219,19.042
1581.287,52.12200000000001,34.873
1377.404,32.375,44.629000000000005
1264.254,62.65899999999999,45.176
1561.987,25.984,11.287
1550.3660000000002,146.495,9.61
1476.0369999999998,413.367,18.877
1504.119,130.247,38.176
1438.8569999999995,196.515,17.328000000000003
1236.0690000000002,237.889,26.248
1107.431,272.655,30.382
1401.8730000000005,160.315,53.794
1434.533,281.90900000000005,57.984
1453.507,287.635,74.904
1427.402,353.51,18.927
1373.8000000000002,382.777,29.280999999999995
1133.1840000000002,302.1019999999999,42.667
1086.743,95.23399999999998,37.214
1436.0949999999998,86.956,43.099
1408.211,231.923,16.19
1434.062,77.024,30.36
1411.553,62.293000000000006,40.04200000000001
1402.006,39.97200000000001,38.665000000000006
1186.275,107.629,55.38
1072.0779999999995,80.68499999999999,32.054
1388.816,154.20600000000002,32.907
1433.1660000000002,61.690000000000005,83.002
1455.451,157.05900000000003,75.15699999999998
1412.1809999999998,150.182,44.725
1399.515,126.102,92.597
1153.1719999999998,216.614,59.99499999999999
1042.487,200.78799999999995,22.692
1347.4630000000002,194.24500000000003,37.298
1391.174,119.97999999999998,31.898999999999997
1403.8359999999998,65.82300000000001,56.3
1411.7500000000002,24.083,100.78
1365.107,74.49399999999999,111.971
1156.4900000000002,74.31,95.08599999999998
1062.4589999999998,162.956,58.994
1323.263,159.86799999999997,75.965
1377.97,145.134,109.88200000000002
1382.409,53.161,106.847
1390.429,40.73,116.147
1359.065,20.328,114.221
1150.784,25.567,106.528
1026.274,51.936,122.306
1330.8149999999998,31.232,123.155
1337.854,105.519,117.978
1310.0330000000004,204.92,124.79500000000002
1290.457,375.829,66.031
1277.08,374.9480000000001,35.937999999999995
1085.784,366.241,57.56
1115.065,249.075,123.87699999999998
1370.145,146.464,98.851
1340.1239999999996,58.510000000000005,98.81400000000002
1391.355,113.71699999999998,62.19400000000001
1356.5290000000005,46.721,41.681
1095.619,75.97999999999999,50.362
1048.47,189.30600000000007,56.91699999999999
927.223,59.54399999999999,93.379
1030.772,208.754,57.225
1349.7379999999996,198.653,87.84099999999998
1398.8559999999995,51.131000000000014,54.58400000000001
1288.302,20.678,86.319
1292.923,26.534,87.45899999999999
1222.985,36.07899999999999,88.042
1166.63,149.303,54.78900000000001
1419.061,164.21699999999996,70.57600000000001
1414.206,121.87099999999998,123.51
1440.0519999999997,124.69,87.08200000000001
1418.122,92.252,112.08599999999998
1393.302,42.379,91.006
1214.4899999999998,92.366,99.61
1063.047,89.13700000000001,87.018
1310.9099999999996,93.296,106.43099999999998
1320.7230000000002,74.54899999999999,67.324
1361.3950000000002,154.06500000000003,111.891
1427.093,246.672,97.57
1400.451,94.387,118.984
1176.568,120.519,139.73200000000003
1029.0789999999995,146.99499999999998,85.825
1149.575,107.085,132.31900000000002
987.135,97.45299999999996,145.855
1342.821,87.21100000000001,142.476
1388.235,40.688,118.947
1358.086,62.373000000000005,140.70499999999998
1131.952,51.582,70.418
1044.236,29.245000000000005,65.151
1359.119,16.205,94.13
1354.063,84.137,143.577
1375.7229999999995,97.102,97.601
1377.2490000000005,162.85399999999996,135.20100000000002
1339.914,214.08,131.504
1086.144,234.305,92.039
1026.929,48.934,139.25799999999998
1334.7380000000005,90.154,167.271
1371.732,92.488,119.739
1331.0200000000002,218.675,103.286
1026.276,102.796,161.216
1172.3909999999998,132.91600000000005,131.215
1093.637,42.846,151.07699999999994
1020.2470000000002,76.299,155.399
1327.358,121.186,127.468
1377.557,85.312,142.533
1389.2639999999997,98.283,143.10300000000004
1369.1640000000002,144.01999999999998,167.99300000000002
1333.026,106.146,189.252
1112.9730000000002,65.694,187.619
960.155,23.349,138.597
988.853,36.31099999999999,151.31499999999997
1308.9589999999998,115.003,155.35599999999997
1360.133,55.879,131.747
1371.9610000000002,57.814,105.13200000000002
1245.228,221.36200000000005,95.347
1050.443,121.44,135.864
1004.252,44.17,63.568
1309.3740000000005,59.87799999999999,86.217
1297.404,86.30099999999999,119.0
1315.237,63.311,85.52
1112.364,46.99299999999999,119.729
1183.864,149.622,107.792
1051.796,206.77900000000005,132.21200000000002
984.376,59.01800000000001,113.54
1326.4829999999995,21.939,111.819
1343.2340000000002,36.683,103.699
1326.2799999999995,60.34,94.355
1336.5100000000002,17.666,125.229
1319.754,70.25999999999999,131.695
1104.8770000000002,107.732,130.56699999999998
978.189,124.85500000000002,144.327
1295.5260000000003,147.265,154.441
1359.3049999999998,23.53,137.32199999999995
1361.9869999999996,50.944,74.92500000000001
1367.3480000000002,60.363000000000014,114.209
1288.9889999999998,139.503,151.003
1074.347,119.951,154.12999999999994
966.313,194.586,118.912
1239.6809999999998,282.34,117.876
1280.5919999999996,173.629,133.302
1355.3320000000006,46.729000000000006,118.71099999999998
1352.232,44.803,148.484
1328.2359999999996,62.862,143.348
1109.917,41.056,161.58000000000004
980.695,86.751,90.8
1305.6009999999997,29.88,85.77399999999999
1351.059,13.989,93.205
1357.488,32.237,144.07899999999998
1358.012,60.654,128.246
1320.339,37.26,113.29099999999998
1088.072,21.722,120.097
979.263,102.489,129.69
1277.879,184.585,132.026
1335.8000000000002,63.67199999999998,138.975
1308.4240000000002,119.022,114.564
1270.4220000000005,158.37399999999997,115.136
1279.65,80.13400000000001,80.366
1044.088,154.526,111.911
963.8490000000002,81.98599999999999,113.272
1244.0020000000002,167.53199999999998,116.698
1283.2960000000005,147.874,93.429
1311.236,138.815,124.825
1260.459,255.453,105.13899999999998
1254.104,114.90299999999998,88.11500000000004
1036.9019999999998,78.81400000000002,99.942
955.195,29.08,142.052
1264.464,61.45,183.983
1298.0409999999997,53.431,175.347
1315.315,25.314,137.746
1324.677,30.718,157.008
1315.591,48.153,159.00799999999998
1068.831,66.33699999999999,89.81700000000002
946.804,66.075,99.148
1226.413,85.45099999999998,134.721
1275.594,37.241,128.371
1281.36,54.99399999999999,170.637
1273.384,76.20099999999998,134.86499999999998
1252.9789999999996,27.344,125.599
1052.731,23.475,130.92399999999998
970.34,19.899,115.923
1218.308,120.776,86.42399999999999
1195.3610000000003,186.065,97.645
1232.55,73.49199999999999,128.00400000000002
1251.813,45.277,125.946
1220.577,47.461000000000006,122.65299999999998
1027.19,34.149,133.25000000000003
949.6519999999998,85.68400000000001,164.40700000000004
1234.5860000000002,96.343,158.279
1269.7789999999998,64.136,153.65800000000002
1255.451,92.333,150.38199999999998
1287.7960000000005,34.536,85.779
1266.9920000000002,20.892,149.786
1070.0759999999998,68.438,161.008
992.062,57.993,158.447
1322.886,66.484,136.485
1367.3680000000002,20.659,127.859
1314.6750000000002,143.29999999999995,128.809
1314.0280000000002,61.38500000000001,144.19400000000002
1306.214,30.647999999999996,63.24500000000001
1072.0700000000002,115.102,103.898
927.762,227.026,93.021
1264.911,70.863,144.41
1309.94,68.39299999999999,115.037
1330.271,37.135,115.197
1323.241,33.321,61.561
1306.1009999999997,67.10900000000001,51.478
1103.823,38.744,73.05499999999999
1020.169,35.31699999999999,94.999
1345.3410000000003,19.479,89.05199999999999
1370.644,33.386,126.598
1361.157,64.503,84.097
1350.542,87.27300000000001,113.90800000000002
1310.044,139.23099999999997,128.135
1109.4499999999998,56.865,129.65599999999998
1011.1629999999998,61.961,144.81500000000003
1351.8700000000003,80.469,129.845
1380.72,106.166,90.839
1367.1230000000005,59.783,50.344
1366.3060000000005,31.514000000000006,93.104
1294.8120000000004,259.902,114.898
1089.12,123.985,67.42399999999999
1010.707,75.96400000000001,138.03900000000002
1353.3,70.96199999999999,108.937
1376.469,108.252,111.491
1354.5910000000003,119.15800000000002,88.154
1368.341,91.06,119.599
1341.184,83.411,108.90500000000002
1079.106,152.54700000000005,68.22199999999998
1031.1239999999998,73.522,92.53
1336.021,260.9,52.52599999999999
1361.29,161.211,80.05300000000001
1383.0480000000002,80.452,69.451
1349.6660000000002,148.215,69.788
1330.229,135.96399999999997,99.015
1104.096,151.127,62.093
1011.473,112.1,96.39
1336.3460000000002,84.26199999999999,67.678
1341.518,92.795,93.685
1050.3579999999995,193.172,80.50699999999999
1295.24,201.34600000000003,32.022
1301.7879999999998,294.49,49.942
1113.446,154.938,66.6
1027.417,171.55999999999997,61.118
1375.6519999999998,92.56799999999996,91.612
1361.404,157.11099999999996,55.154
1384.4029999999998,65.638,58.662
1397.3439999999996,57.024,79.517
1372.991,176.347,37.393
1121.4989999999998,156.457,82.872
1047.7189999999998,126.81000000000004,61.10900000000001
1380.24,137.071,25.597
1413.963,201.362,84.46000000000001
1388.308,167.088,74.323
1381.724,155.672,83.526
1375.5469999999998,90.76000000000002,93.02
1168.811,45.203,76.97799999999998
1060.869,55.262,66.72500000000001
1405.4450000000002,46.39300000000001,40.38200000000001
1441.192,22.802,21.399000000000004
1448.8719999999996,6.511,24.754000000000005
1403.6360000000002,132.83100000000002,33.739999999999995
1404.185,60.85600000000002,33.863
1164.625,106.14,23.867
1099.838,58.526,42.33800000000001
1424.552,197.50699999999995,38.387
1435.0269999999996,85.701,28.747999999999998
1355.2820000000002,139.93800000000002,78.264
1203.4399999999998,210.011,39.264
1279.542,265.63100000000003,53.529
1159.1090000000002,177.73300000000003,40.34200000000001
1083.5030000000002,134.767,39.010000000000005
1395.8769999999995,169.791,30.928
1413.7660000000003,237.431,41.647
1396.0329999999997,350.668,12.582
1433.24,265.225,28.366
1440.597,93.936,46.92699999999999
1199.4339999999995,124.79599999999998,14.87
1092.889,103.79599999999998,12.474000000000002
1438.3070000000005,86.02199999999999,22.594
1473.801,66.407,49.625
1476.4199999999996,38.975,37.485
1502.4540000000006,9.938999999999997,23.553
1477.412,17.42,18.569
1222.197,70.99500000000002,30.540000000000003
1129.8490000000002,26.863,22.562
1455.709,57.05099999999999,31.021
1489.107,68.824,16.956
1470.5259999999998,138.90900000000002,24.365
1459.5169999999996,163.91799999999998,30.971000000000004
1437.137,151.64500000000007,22.02
1231.409,46.389,26.24
1079.007,361.5419999999999,30.175
1428.5379999999998,136.14,17.684
1485.639,41.651,10.595999999999998
1497.1819999999998,35.352,6.598
1451.5719999999997,173.69600000000003,4.901000000000001
1451.958,61.72200000000001,16.812
1243.8970000000002,97.66,18.084
1151.585,63.01999999999999,8.789
1484.956,142.974,13.421
1469.9410000000005,257.595,9.723999999999998
1507.404,111.197,15.454
1502.1829999999995,170.55099999999996,13.026
1519.663,124.98799999999996,12.945999999999998
1301.548,42.73800000000001,15.514
1156.3960000000002,302.5359999999999,5.942999999999999
1515.6919999999996,198.226,4.486999999999999
1520.7479999999998,135.90300000000002,5.715
1566.7040000000004,44.77100000000001,7.319000000000001
1554.6720000000005,71.046,7.619999999999999
1468.3529999999998,222.31699999999995,6.415
1220.2379999999996,207.75599999999997,10.427
1132.311,116.81400000000002,13.838
1441.662,46.77199999999999,12.489
1460.691,21.142,11.398
1441.0220000000002,18.254,11.011
1380.2200000000005,188.807,17.169999999999998
1317.3660000000002,148.14399999999998,6.018000000000001
1136.8419999999996,116.165,10.184
1031.437,256.785,4.071000000000001
990.7059999999998,239.102,26.68
899.827,309.54200000000003,22.342
909.618,331.66400000000004,17.098
1068.6170000000002,302.19500000000005,13.111
1109.4239999999998,152.56199999999998,24.007
1014.55,294.502,38.122
936.7859999999996,412.921,27.255
969.81,446.492,25.097
906.9100000000002,262.4380000000001,14.218
1160.174,224.867,26.01
1199.5649999999998,387.143,6.058000000000001
1198.9519999999998,342.44300000000004,4.976
1108.271,140.41,4.970000000000001
1035.316,154.668,4.634
1364.084,30.297,13.157000000000004
1397.7500000000002,75.27700000000002,9.969
1408.435,119.894,10.947
1388.447,165.97600000000006,9.919
1390.8380000000002,63.70000000000001,21.582
1192.418,33.46099999999999,20.777
1112.38,40.54699999999999,14.552
1441.257,35.342,6.421
1476.054,33.94599999999999,15.377
1480.2889999999998,18.155,4.583
1471.6929999999998,49.389,1.974
1451.3459999999998,100.481,1.968
1236.529,160.44800000000004,3.311
1162.583,185.719,4.096
1437.83,205.819,2.483
1485.679,68.17200000000001,3.5810000000000004
1504.134,21.945,12.356
1510.7169999999996,22.474,5.79
1492.2230000000004,45.723,8.451
1246.0390000000002,167.507,13.496
1140.5840000000003,237.773,10.153
1410.84,225.44,21.711
1411.5949999999998,381.577,10.387000000000002
1377.5210000000002,481.636,18.132
1356.5899999999997,535.4559999999999,41.139
1379.0970000000004,214.528,12.716
1188.2739999999997,176.11499999999995,21.702
1109.639,251.234,19.923
1376.7530000000002,370.033,12.065
1400.332,295.974,28.417
1451.4489999999998,100.776,31.004999999999995
1457.147,53.56,18.073
1433.098,31.622,14.591
1227.6720000000005,14.191000000000004,17.025
1130.246,80.717,43.27
1376.7359999999994,228.319,42.28
1439.26,69.858,16.312
1480.401,14.674,23.397
1481.4169999999997,119.01900000000002,41.343
1448.322,33.535999999999994,19.482
1216.025,6.592999999999999,16.205
1127.8339999999998,7.142,21.564
1406.563,29.527,34.831
1399.5900000000004,154.23999999999998,19.467
1416.314,118.615,27.429
1454.188,87.14600000000002,36.575
1416.6999999999998,133.815,30.355
1216.5349999999996,228.057,13.407
1126.9140000000002,131.605,11.171
1420.1909999999998,112.073,15.784999999999998
1450.488,57.12499999999999,15.729
1461.837,14.293000000000005,21.571
1421.426,55.73499999999999,24.174
1372.0199999999998,93.148,27.875000000000004
1143.686,111.234,84.94500000000001
1062.452,113.621,82.99500000000002
1364.964,82.067,130.413
1359.0269999999998,84.992,132.054
1365.1040000000005,57.59400000000001,111.856
1359.5179999999998,224.2,72.13300000000001
1343.2509999999995,265.687,80.98300000000002
1160.281,197.591,49.14199999999999
1070.617,187.672,47.758
1394.744,116.369,27.851
1428.073,58.433,37.771
1425.143,21.146,33.989
1420.149,28.59500000000001,62.718
1406.081,47.822,95.516
1192.547,226.415,124.196
1048.639,355.557,71.098
1336.399,217.252,41.638
1391.853,102.054,53.366
1411.346,73.40499999999999,53.404
1407.382,40.815,51.012
1383.1699999999996,208.389,105.82600000000002
1200.6630000000002,413.845,83.618
1105.345,369.604,111.143
1340.9390000000003,362.866,78.73199999999999
1357.4599999999998,238.241,81.60300000000001
1360.9309999999998,190.15,91.094
1343.5320000000002,95.495,74.99700000000001
1080.715,37.969,64.355
1041.7855,38.7965,96.17849999999999
1038.3382500000002,51.12525,112.09024999999998
1034.8910000000003,63.454,128.00199999999998
1345.6049999999998,122.047,107.82300000000002
1392.1670000000004,170.66400000000002,75.93800000000002
1413.628,133.071,104.69200000000002
1407.873,76.26499999999999,35.106
1189.98,38.77,51.11500000000001
1065.0849999999998,42.472,113.68599999999998
1361.1050000000002,96.848,124.439
1376.079,164.40099999999995,90.156
1386.8029999999997,85.18899999999998,74.00500000000001
1370.114,107.345,57.516000000000005
1330.6570000000002,135.663,91.288
1099.1280000000002,195.974,105.88999999999996
1026.3360000000002,110.45700000000002,132.771
1295.7010000000002,117.817,166.529
1347.112,92.473,120.058
1352.204,83.61500000000002,140.56399999999996
1319.8490000000002,324.587,144.65400000000002
1300.419,157.98600000000005,75.40700000000001
1105.7380000000005,86.463,89.73899999999999
1008.826,73.86999999999999,116.257
1312.209,46.955,95.569
1305.9399999999998,194.195,125.84499999999998
1330.709,100.646,180.642
1338.207,39.618,165.11499999999998
1309.994,96.91799999999998,114.018
1106.43,81.65799999999999,62.05700000000001
1021.551,36.764,93.4
1299.2760000000003,170.67499999999995,87.74299999999998
1317.183,76.78199999999998,93.325
1004.86,57.722000000000016,134.309
1280.019,72.055,96.99900000000002
1296.4729999999995,36.11,106.336
1106.577,62.087,131.373
1005.52,40.282,181.631
1299.8180000000002,63.52600000000001,157.68400000000003
1333.6929999999998,78.471,89.723
1326.54,63.391,161.455
1029.826,59.11699999999999,127.245
1183.8769999999995,123.713,96.005
1094.466,75.962,94.87999999999998
999.825,99.49499999999996,117.662
1294.342,148.164,81.794
1312.3829999999998,100.217,140.77399999999997
1300.1909999999998,145.05300000000005,158.605
1305.0240000000003,104.93,114.32
1284.766,78.77099999999999,100.436
1078.7109999999998,78.889,128.97099999999998
939.305,46.538,130.01400000000004
952.727,80.383,110.03199999999998
1278.7209999999995,73.061,114.522
1303.334,284.96,62.261
1326.9260000000002,57.184,115.916
1297.862,31.673,111.633
1076.8369999999998,117.78,104.253
1018.874,216.62200000000004,47.51
1312.264,64.874,101.03000000000002
1305.03,45.633,167.72099999999995
1314.747,47.246,73.38900000000001
1098.0990000000002,80.091,104.485
1194.1769999999997,217.785,69.227
1031.124,232.19099999999997,51.370000000000005
902.859,335.581,102.566
1214.1409999999998,199.18,113.787
1265.1999999999998,85.86300000000001,160.435
1277.4930000000002,41.861,198.15
1274.3750000000002,36.6,199.384
1262.887,29.938,185.424
1065.0440000000003,45.098000000000006,184.056
971.738,44.829999999999984,135.025
1258.977,34.973000000000006,105.381
1287.6999999999998,17.137999999999998,152.64099999999996
1298.307,73.27000000000001,154.90199999999996
1289.9050000000002,165.61,161.247
1235.4150000000002,128.07899999999995,145.845
1045.69,174.478,166.46599999999998
947.157,131.53599999999994,180.661
1296.348,45.483,195.62499999999997
1328.223,42.101,193.54100000000005
1332.1070000000002,89.85199999999999,183.087
1323.4079999999997,72.51400000000001,156.109
1241.676,213.91200000000003,150.82899999999998
1065.2219999999998,156.13099999999997,140.864
959.418,174.39399999999998,126.81700000000002
1263.825,75.421,105.581
1255.9520000000002,153.23700000000002,78.61600000000001
1237.2809999999995,207.45200000000003,119.949
1280.278,69.322,110.93800000000002
1264.697,72.379,121.132
1037.8339999999998,164.64899999999997,87.244
945.689,102.721,145.66899999999995
1249.752,88.98400000000001,184.643
1285.6619999999998,33.794000000000004,188.047
1292.6840000000002,72.23700000000001,94.737
1303.686,26.835,118.355
1268.937,30.267000000000003,132.87399999999997
1063.8590000000004,32.562000000000005,188.458
969.737,38.897,197.394
1280.343,42.784,201.135
1305.309,31.469,195.691
1278.1789999999996,118.64100000000002,174.394
1273.0600000000002,78.988,146.185
1254.5680000000002,34.973000000000006,170.64399999999998
1044.867,51.897000000000006,181.094
952.3369999999998,75.88099999999999,158.661
1248.7379999999998,38.35999999999999,187.018
1285.767,20.636000000000003,196.037
1295.885,29.274,184.941
1296.646,54.61000000000001,185.537
1252.492,111.325,186.212
1061.6929999999998,41.309,178.53500000000005
983.663,32.487,204.44100000000003
1280.5549999999998,24.172,197.60100000000003
1292.0269999999998,50.439,173.505
1296.148,44.267,130.122
1317.1709999999998,12.118999999999998,155.787
1293.6770000000004,21.389,152.87
1088.862,40.678,173.68499999999997
991.371,99.35399999999998,136.815
1266.9349999999995,47.492,83.937
1241.942,138.27999999999997,142.74999999999997
1240.0559999999998,146.44499999999996,126.546
1318.543,38.122,185.415
1314.4230000000005,78.58899999999998,190.98300000000003
1110.478,98.57,151.46900000000002
1013.3310000000002,27.76,140.93400000000003
1293.0839999999998,67.812,177.56399999999996
1315.468,91.39,150.52699999999996
1308.6470000000002,65.92999999999999,111.847
1291.9840000000002,79.666,93.371
1254.4619999999998,19.564,89.341
1088.538,81.40799999999999,144.125
990.552,99.216,140.22500000000005
1264.4229999999998,94.11400000000002,133.53000000000003
1281.806,148.39100000000002,134.048
1270.1359999999995,110.76299999999998,147.257
1230.8940000000002,41.649,161.26599999999996
1235.737,67.68999999999998,177.432
1064.704,50.787,150.753
1003.82,139.00099999999998,104.76
1279.894,65.016,71.19799999999998
1262.6059999999998,43.80699999999999,112.443
1265.775,15.983999999999998,159.20299999999995
1277.2010000000002,22.69,164.176
1273.278,84.02199999999999,120.405
1089.3639999999998,153.59900000000002,134.245
1005.2900000000002,168.659,80.066
1291.821,148.245,110.897
1306.896,60.838,95.03799999999998
1295.9790000000005,21.264000000000003,112.823
1285.918,11.640999999999998,148.32399999999998
1267.145,35.40700000000001,145.14300000000003
1072.235,125.60200000000002,105.09499999999998
1018.549,189.585,104.10099999999998
1329.525,338.65399999999994,73.85399999999998
1344.162,85.24600000000001,103.562
1344.6649999999995,22.179,136.97199999999998
1352.0910000000003,96.945,165.76999999999998
1330.4149999999995,143.77599999999998,159.558
1111.0580000000002,73.32400000000001,122.7
1023.103,101.367,69.31500000000001
1315.3300000000002,96.83599999999996,94.506
1346.696,131.483,53.687000000000005
1356.0230000000004,87.36400000000003,57.333
1343.379,20.095,60.91
1321.8439999999996,34.812999999999995,77.841
1122.69,84.10100000000001,60.274
1037.48,107.882,65.003
1348.881,202.639,52.846
1376.859,183.778,98.993
1382.1129999999998,97.357,45.553
1368.321,109.449,82.16600000000001
1353.1139999999998,88.18,46.150000000000006
1109.983,41.542,81.734
1034.784,147.45899999999995,89.46000000000001
1337.004,187.23600000000005,73.494
1343.8830000000005,44.893,96.79
1345.2909999999997,42.94,85.92
1357.4679999999996,69.41400000000002,55.844
1320.7659999999998,32.952,99.215
1107.352,76.34500000000001,120.00200000000002
1058.3269999999998,254.499,113.07
1340.561,207.27000000000004,102.334
1356.25,151.37900000000002,103.34299999999998
1356.8060000000005,214.145,132.35700000000003
1114.298,307.258,134.028
1243.239,210.34599999999995,71.536
1102.931,44.746000000000016,37.333
1029.1709999999998,14.973,38.16499999999999
1332.582,21.540000000000006,67.05000000000001
1355.7869999999996,31.485,56.169
1368.275,107.31899999999996,33.767
1375.585,51.15599999999999,36.995000000000005
1390.856,216.712,24.750000000000004
1156.7030000000002,115.49600000000002,32.451
1059.1,88.60300000000001,80.513
1359.0069999999998,97.27299999999998,65.89999999999999
1388.107,84.746,38.206
1386.258,46.623000000000005,37.985
1439.1360000000004,382.307,55.496
1358.1350000000002,130.93800000000002,70.24600000000001
1161.249,155.89,95.322
1073.035,142.765,41.13699999999999
1365.215,166.227,59.54599999999999
1393.467,191.176,81.215
1425.148,285.689,31.867
1374.195,120.26399999999998,80.39399999999999
1367.9430000000002,144.035,40.38699999999999
1176.6,214.723,63.193
1121.9689999999998,450.8339999999999,46.83200000000001
1434.2420000000004,509.0860000000001,49.281000000000006
1421.424,364.66800000000006,49.35
1391.8470000000002,218.371,71.616
1352.3529999999998,201.36499999999995,78.12
1207.43,175.166,27.108
1176.259,146.47800000000004,21.254
1151.302,374.0460000000001,31.61
1432.748,347.597,26.119000000000007
1448.5680000000002,206.336,55.163
1463.362,255.634,19.585
1451.321,236.44700000000003,33.76599999999999
1402.1120000000003,73.00699999999999,33.597
1243.213,354.567,44.440000000000005
1129.633,161.22000000000003,21.614
1409.6379999999997,80.579,39.27100000000001
1439.7009999999998,120.73099999999998,47.098
1441.6040000000005,90.04599999999998,35.895
1452.086,62.393,24.861
1406.642,27.481,25.665
1219.4490000000003,80.881,21.185
1117.711,28.074,13.293
1422.174,53.48599999999999,21.503
1453.625,52.709,13.889
1440.757,67.69000000000001,18.511000000000003
1461.718,62.859000000000016,17.599999999999998
1437.637,87.925,8.982
1218.068,59.50599999999999,10.711
1137.5670000000002,147.275,16.986
1440.4680000000003,110.69600000000004,49.92999999999999
1462.1639999999998,39.164,41.495000000000005
1493.989,160.495,40.126000000000005
1508.7140000000002,234.884,10.813
1488.75,282.77,9.845999999999998
1254.591,132.30999999999997,16.273999999999997
1161.7690000000002,211.31900000000005,24.464
1434.4860000000003,57.12799999999999,46.315
1468.226,48.05800000000001,45.517
1511.246,216.86900000000003,16.627
1563.832,489.692,16.287
1545.494,556.4120000000001,18.801
1278.523,255.67400000000004,11.943
1189.6129999999998,333.321,15.861
1477.263,284.7940000000001,18.095
1474.226,46.505,27.425000000000004
1475.4349999999995,28.424000000000007,16.686
1475.418,63.336,20.132
1456.19,77.73799999999999,26.251
1276.9790000000005,142.06599999999997,14.509000000000004
1194.796,291.182,16.943
1467.5549999999998,308.486,50.78699999999999
1457.2350000000004,112.88800000000002,42.532
1447.4989999999998,164.438,17.871000000000002
1430.139,263.516,9.584999999999996
1345.6509999999998,208.591,14.999
1250.8170000000002,442.35,21.391
1141.975,453.5279999999999,16.697
1199.865,374.0759999999999,34.929
1128.997,535.3349999999999,25.286000000000005
992.789,191.556,11.752
989.254,49.436,10.548
1166.5519999999997,395.7360000000001,41.011
1089.7899999999995,208.51400000000004,21.027999999999995
1031.149,213.978,20.933
1149.097,254.119,47.09699999999999
1068.429,174.66999999999993,43.219
1080.0800000000002,220.085,30.493
1343.101,304.166,13.68
1379.7760000000003,340.63899999999995,23.509999999999994
1271.029,260.828,15.227
1182.4160000000002,175.81199999999998,18.067000000000004
1408.2020000000002,370.91,26.281
1529.2500000000002,363.7560000000001,44.463
1550.3980000000004,287.09899999999993,35.228
1572.1940000000002,430.36,23.977
1552.413,376.86,30.979
